,artists
1053,['Regenerator']
1054,['Love Is Colder Than Death']
1055,['Spike Jones & His City Slickers']
1056,['Spike Jones']
1057,['Spike Jones & His Wacky Wakakians'
1058,'Carl Grayson']
1059,['Spike Jones'
1060,'George Rock']
1061,'The Mellomen']
1062,['Codeseven']
1063,['East River Pipe']
1064,['Avalanch']
1065,['Doyle Bramhall II']
1066,['Ruben Romero/Terry Muska/Frank Corrales/Ben Tavera King']
1067,['Megan Mullally & Supreme Music Program']
1068,['Phil Cunningham']
1069,['Paddy Glackin'
1070,"""Mìcheàl O'Domhnail""]"
1071,['W.G. Snuffy Walden']
1072,['John Fitzpatrick']
1073,['William Coulter']
1074,['Triona Ní Dhomhnaill'
1075,'Maighread Ní Dhomhnaill']
1076,['James Blennerhassett']
1077,['Laoise Kelly']
1078,['Zoë Conway']
1079,['Brian Dunning'
1080,'Jeff Johnson']
1081,['Third Day']
1082,['Abdel Gadir Salim']
1083,['Yanni']
1084,['Craze']
1085,['The Rock*A*Teens']
1086,['Llama Farmers']
1087,['Evermore']
1088,['Angels Of Light']
1089,['Neuroactive']
1090,['Negativland'
1091,'Chumbawamba']
1092,'Chumbawamba'
1093,'DJ Dr. J. Land']
1094,['Karen Savoca']
1095,['Sissel']
1096,['The Chieftains']
1097,['The Bulgarian Voices Angelite'
1098,'Elka Simeonova']
1099,['Monsignor Marco Frisina']
1100,['Sissel'
1101,'The Chieftains']
1102,['Pietro Ballo'
1103,"""Teatro Massimo Children's Choir""]"
1104,['Harlem Gospel Choir'
1105,'Allen Bailey']
1106,['Monsignor Marco Frisina'
1107,'Paola Cecchi'
1108,'Maire Brennan']
1109,['The Glenstall Abbey Monks']
1110,['Maire Brennan'
1111,'Harlem Gospel Choir'
1112,'Montserrat Caballé'
1113,'Zucchero'
1114,'Sissel'
1115,'Pietro Ballo']
1116,['Loerou Ruz']
1117,['Michael Hedges']
1118,['Diorama']
1119,['Superdrag']
1120,['The Rapture']
1121,['Mullmuzzler']
1122,['Victor Rice']
1123,['Amorphis']
1124,['Saafir']
1125,['Saafir'
1126,'Kam']
1127,'Mr. Doe'
1128,'Cutthroat']
1129,'Chino XL']
1130,'Mahasin']
1131,'Jayo Felony']
1132,['The Dickies']
1133,['Superchunk']
1134,['Evelyn Glennie'
1135,'Michael Brauer'
1136,'Oliver Walker'
1137,'David Motion']
1138,'Phillip Smith'
1139,'David Motion'
1140,'Oliver Walker']
1141,'David Hobson']
1142,'Vienna Brahms Trio']
1143,['Calla']
1144,['Five']
1145,['Five'
1146,'Steve Mac']
1147,'Queen']
1148,['Ghost']
1149,['Bruce Hornsby']
1150,['Chucho Valdés']
1151,['John Scofield']
1152,['George Garzone']
1153,['Nadja Salerno-Sonnenberg'
1154,'Bob James']
1155,['Nueva Rumba']
1156,['Mike Mainieri']
1157,['Flux Quartet']
1158,['Jimmy Greene']
1159,['Joe Lovano'
1160,'Tom Harrell']
1161,['Don Byron'
1162,'Drew Gress']
1163,['Andy Summers']
1164,['D. D. Jackson']
1165,['Raekwon']
1166,['Raekwon'
1167,'American Cream Team']
1168,'Big Bub']
1169,'Kim Stephens']
1170,'Method Man']
1171,'Masta Killa']
1172,['The Birthday Party']
1173,['Laszlo']
1174,['Dimmu Borgir']
1175,"[""Old Man's Child""]"
1176,['Neil Hamburger']
1177,['Tal Bachman']
1178,['Archer Prewitt']
1179,'Lucy van Dael']
1180,['Dot Allison']
1181,['Dot Allison'
1182,'Steve Lironi']
1183,'Arab Strap']
1184,['Various Artists']
1185,['Ritual']
1186,['Pain Station']
1187,['Quiet Riot']
1188,['Indigenous People'
1189,'Marc Cary']
1190,['Angelo Badalamenti'
1191,'S. Shackleton'
1192,'H. Saunders']
1193,['Angelo Badalamenti']
1194,['Tomandandy']
1195,['Danny Beckerman'
1196,'Charlotte Church'
1197,'Sian Edwards'
1198,'London Symphony Orchestra']
1199,['Gioachino Rossini'
1200,'Sian Edwards']
1201,['John Hughes'
1202,'London Welsh Male Voice Choir'
1203,'London Symphony Chorus']
1204,['Stephen Adams'
1205,['Jean-Paul-Égide Martini'
1206,['Traditional Irish Air'
1207,['Thomas Moore'
1208,['Charlotte Church'
1209,['Ernest Chausson'
1210,'BBC Philharmonic'
1211,'Yan Pascal Tortelier']
1212,['Mandy Moore']
1213,['Delarosa And Asora']
1214,['Sean Harkness']
1215,['Thea Suits-Silverman']
1216,['Liz Story']
1217,['Keola Beamer']
1218,['Lisa Lynne']
1219,['Jim Brickman']
1220,['Jay Beckenstein']
1221,['Angels Of Venice']
1222,['Seth Osburn']
1223,'Henryk Szeryng']
1224,['Jamie Green']
1225,['Neurosis']
1226,"[""Child's View""]"
1227,['Television']
1228,['Blessid Union Of Souls']
1229,['Steven Tyler'
1230,'Polly Jean Harvey'
1231,'Rob Ellis']
1232,['David Campbell'
1233,'Steven Tyler']
1234,'Emily Watson']
1235,'Eddie Vedder'
1236,'Susan Sarandon']
1237,['David Campbell']
1238,['Audra McDonald']
1239,'Steven Tyler'
1240,'Erin Hill'
1241,'Dan Jenkins']
1242,'Tim Jerome'
1243,'Vicki Clark'
1244,'Henry Stram'
1245,'Dan Jenkins'
1246,'Chris McKinney']
1247,'Chris McKinney'
1248,'Vicki Clark']
1249,'Tim Jerome']
1250,'Stanisław Skrowaczewski'
1251,'The New Symphony Orchestra Of London']
1252,'Symphony Of The Air']
1253,['Lakuna']
1254,['Nas']
1255,['Nas'
1256,'Ron Isley']
1257,'Nashawn'
1258,'Millennium Thug']
1259,['Mobb Deep'
1260,'Nas']
1261,'Bravehearts']
1262,'Ginuwine']
1263,['Nils Landgren'
1264,'Esbjörn Svensson Trio']
1265,'Bobo Stenson'
1266,'Palle Danielsson'
1267,'Anders Kjellberg'
1268,'Joakim Milder']
1269,'Anders Kjellberg']
1270,'Johan Norberg']
1271,'Johan Norberg'
1272,['Full Catastrophe Living']
1273,'Gregor Piatigorsky']
1274,['Geschwister Hofmann']
1275,'Philadelphia Orchestra'
1276,'Michael O. Drexler']
1277,['The Aluminum Group']
1278,['Steve Roach'
1279,'Vir Unis']
1280,['Grady Champion']
1281,['Akinyele']
1282,['Akinyele'
1283,'Kia Jefferies']
1284,['Shana Morrison']
1285,['Human Drama']
1286,['Gustavo Cerati']
1287,['Michael Burks']
1288,['Carlos Garnett']
1289,['Quannum Projects'
1290,'Lyrics Born'
1291,'The Maroons'
1292,'Joyo Velarde'
1293,'Erinn Anova'
1294,'The Poets Of Rhythm'
1295,'Divine Styler'
1296,'El-P'
1297,'Jurassic 5']
1298,'Erinn Anova']
1299,'El-P']
1300,['Don Marsh']
1301,['Jason Barton'
1302,'Pamela Prins'
1303,'Don Marsh']
1304,['Peter Penrose'
1305,'Jane Sherberg'
1306,['Don Marsh'
1307,'Travis Cottrell']
1308,['Pamela Prins'
1309,['Kelly Garner'
1310,['vidnaObmana'
1311,'Alio Die']
1312,['Wiretaps']
1313,['The Murder City Devils']
1314,['Come']
1315,['Hazel']
1316,['Obituaries']
1317,['Prolapse']
1318,['Geraldine Fibbers']
1319,['Jeffery Lee Pierce']
1320,['Cadallaca']
1321,['Nicole Panter']
1322,['Poison Idea']
1323,['Kristen Hersh']
1324,['Pleasant Gehman']
1325,['Elliott Smith']
1326,['Gilly Ann Hanner']
1327,['Cindy Lee Berryhill']
1328,['Dead Moon']
1329,['Cat Power']
1330,['Roger Manning']
1331,['Madigan']
1332,['Crackerbash']
1333,['Lydia Lunch']
1334,['Soul Junk']
1335,['Birdy']
1336,['Eddi Reader']
1337,['Eternal Decision']
1338,['Pessimist']
1339,['Lisa Ekdahl']
1340,['El Otro Yo']
1341,['Bradley Joseph']
1342,['U.S. Maple']
1343,['Idyll Swords']
1344,'Christoph Prégardien'
1345,'Michael Gees']
1346,['Othmar Schoeck'
1347,['Hugo Wolf'
1348,['Michael Gees'
1349,'Christoph Prégardien']
1350,['Carl Loewe'
1351,['Alphons Diepenbrock'
1352,['Hans Pfitzner'
1353,['Jimmy Buffett']
1354,['Gene Loves Jezebel']
1355,['Liquid Zen']
1356,['Calliope']
1357,['Chicago Underground Trio']
1358,['Lacrimosa']
1359,['Telegraph Melts']
1360,['Puhdys']
1361,['Traditional'
1362,'Suzie LeBlanc'
1363,'Daniel Taylor']
1364,'Francis Colpron'
1365,'Rafik Samman'
1366,'Les Voix Humaines']
1367,['Jean-François Dandrieu'
1368,'Daniel Taylor'
1369,'Sylvain Bergeron'
1370,['Tarquinio Merula'
1371,['Eustache du Caurroy'
1372,['Nicolas Lebègue'
1373,['William Byrd'
1374,['Francesco Turini'
1375,['Five Point Plan']
1376,['Jamie Anderson']
1377,['Houston Person'
1378,'Russell Malone'
1379,'Richard Wyands'
1380,'Ray Drummond'
1381,'Grady Tate']
1382,"[""Kevin O'Donnell's Quality Six""]"
1383,['Mick Turner']
1384,['GusGus']
1385,['GusGus'
1386,'Masters At Work']
1387,'Francois K']
1388,['Brutal Truth']
1389,['Vox']
1390,['Anton Bruckner'
1391,'Royal Scottish National Orchestra']
1392,['Falco']
1393,['Falco'
1394,'Spencer Tobi']
1395,'Jason Nevins']
1396,'Maria Kliegel'
1397,'Nicolaus Esterhazy Sinfonia'
1398,'Maria Kliegel']
1399,['Ferdinand Ries'
1400,'Zurich Chamber Orchestra'
1401,'Howard Griffiths']
1402,['Rasa']
1403,['Benjamin Britten'
1404,'Maggini Quartet']
1405,['Lowfish']
1406,['Rayko']
1407,['Francis Poulenc'
1408,'Philippe Bernold'
1409,'Olivier Doise'
1410,'Hervé Joulain'
1411,'Ronald Van Spaendonck'
1412,'Alexandre Tharaud'
1413,'Laurent Lefèvre']
1414,'Alexandre Tharaud']
1415,'Laurent Lefèvre'
1416,['Einojuhani Rautavaara'
1417,'Royal Scottish National Orchestra'
1418,'Hannu Lintu']
1419,'Laura Mikkola'
1420,['Alexander Scriabin'
1421,'Konstantin Scherbakov'
1422,'Moscow Symphony Orchestra'
1423,'Igor Golovschin']
1424,'Russian State TV and Radio Choir'
1425,['Vasily Rogal-Levitsky'
1426,'Alexander Scriabin'
1427,'Marian Anderson']
1428,'Marian Anderson'
1429,'Franz Rupp']
1430,['MU330']
1431,['Vitamin String Quartet']
1432,['Spoken Intro: Owain Phyfe'
1433,'Owain Phyfe']
1434,['Richard'
1435,'The Lion Heart'
1436,['Juan del Encina'
1437,'England'
1438,['Traditional Sephardic'
1439,'Italian'
1440,['Giovani Gastoldi'
1441,['Poem By Abraham Cowley'
1442,'Set By William King'
1443,'French'
1444,['Adrian Le Roy'
1445,'Latin text'
1446,'French Motet'
1447,'Irish'
1448,['Errortype 11']
1449,['Milemarker']
1450,'DS2']
1451,'The L.A. Guitar Quartet']
1452,'William Coulter']
1453,'Liz Story']
1454,'Turtle Island String Quartet']
1455,'John Lee Sanders']
1456,'Free Klassic']
1457,'Mike Marshall']
1458,'Benjamin Verdery']
1459,'Flute Force Inc.']
1460,'Paul McCandless']
1461,'Michael Manring']
1462,'Michael Schiefel']
1463,['Zez Confrey'
1464,'Eteri Andjaparidze']
1465,['Purr Machine']
1466,['Per Nørgård'
1467,'Ars Nova Vocal Ensemble'
1468,'Danish Chamber Players'
1469,'Tamas Veto']
1470,['Poi Dog Pondering']
1471,['A PRODUCE / M GRIFFIN']
1472,['Faramarz Aslani']
1473,['Andrea Berg']
1474,['Blackalicious'
1475,'Lateef The Truthspeaker'
1476,'Cut Chemist']
1477,['Andy Griggs']
1478,['Andy Griggs'
1479,'Waylon Jennings']
1480,['Penthouse']
1481,['Tim Too Slim Langford'
1482,'Timothy Langford'
1483,'Tim Langford'
1484,'Too Slim and the Taildraggers']
1485,['All Together Separate']
1486,['Hot Springs Music Festival Symphony Orchestra'
1487,'Louis Moreau Gottschalk']
1488,'Louis Moreau Gottschalk'
1489,'Jack Elliott']
1490,'Jack Elliott'
1491,['Sakiko Ohashi'
1492,'Hot Springs Music Festival Symphony Orchestra'
1493,['Barbara Richards'
1494,'Paul Rowe'
1495,'Charles Lucien Lambert']
1496,['Ghost In The Machine']
1497,['Martin Taylor'
1498,'Acoustic Jazz Quartet'
1499,'David Grisman']
1500,'David Grisman'
1501,'Acoustic Jazz Quartet']
1502,"['Bonnie ""Prince"" Billy & Marquis de Tren']"
1503,['Clint Black']
1504,['Clint Black'
1505,'Lisa Hartman Black']
1506,'Steve Wariner']
1507,'Kenny Loggins']
1508,'Diddy']
1509,'Scarface']
1510,'Aaliyah']
1511,'DMX']
1512,['BLAST! Ensemble']
1513,['Tower Of Power']
1514,['John Morran']
1515,['Gillian Macdonald']
1516,['George Duff']
1517,['Bobby Eaglesham']
1518,['Aimee Leonard']
1519,['Karine Polwart']
1520,['Alistair Hulett']
1521,['Dan The Automator']
1522,['The Chinkees']
1523,['José Carreras'
1524,'Orchestra of Teatre Liceu']
1525,'Chorus of Teatre Liceu'
1526,'Principals']
1527,'Enrique Serra']
1528,'Enrique Serra'
1529,'Chorus of Teatre Liceu']
1530,'Patricia Wise'
1531,'Montserrat Aparici']
1532,'Patricia Wise']
1533,'Eduardo Soto'
1534,['José Carreras']
1535,'Graziano Monachesi'
1536,'Montserrat Aparici'
1537,'Kurt Rydl'
1538,'Carmen Hernandez']
1539,'Clifford Williams'
1540,'Kurt Rydl']
1541,'Vicente Esteve'
1542,['Éric Lapointe']
1543,'Vlach Quartet Prague']
1544,['Catie Curtis']
1545,['B.L.I.M.'
1546,'Acetate']
1547,'EB1']
1548,['Astor Piazzolla']
1549,['Fastbreak']
1550,['The Purkinje Shift']
1551,['Living Legends']
1552,'Evgeny Kissin']
1553,['Ben Tankard']
1554,['Pirate Jenny']
1555,['Suchtrupp']
1556,['David & Steve Gordon']
1557,['Karen Mason']
1558,['Bantam Rooster']
1559,['The Badlees']
1560,['John Bucchino'
1561,'Michael Feinstein']
1562,'Judy Collins']
1563,'Liza Minnelli'
1564,'Billy Stritch']
1565,'Daisy Prince']
1566,'Jimmy Webb']
1567,'Adam Guettel']
1568,'Lois Sage']
1569,'Patti LuPone']
1570,'Art Garfunkel']
1571,'Andrea Marcovicci']
1572,'Amanda McBroom']
1573,'Ann Hampton Callaway']
1574,['John Bucchino']
1575,'Brian Lane Green']
1576,'David Campbell']
1577,'Kristin Chenoweth']
1578,['Kristina Bach']
1579,['Montgomery Gentry']
1580,['Shastro & Nadama']
1581,['Dena DeRose'
1582,'Steve Wilson'
1583,'Dwayne Burno'
1584,'Mark Taylor']
1585,'Daniel Sadownick'
1586,'Ingrid Jensen'
1587,'Mark Taylor'
1588,'Steve Davis']
1589,['Dena DeRose']
1590,'Bernd Glemser']
1591,['Vivian Hsu']
1592,['The Randumbs']
1593,['The Foxymorons']
1594,['Olivier Messiaen'
1595,'Danish National Radio Choir'
1596,'Jesper Grove Jørgensen']
1597,['Karlheinz Stockhausen'
1598,['Iannis Xenakis'
1599,['Donell Jones']
1600,['Donell Jones'
1601,"'Lisa ""Left Eye"" Lopes']"
1602,['Wesla Whitfield']
1603,['Soil & Eclipse']
1604,['康康']
1605,['Montana Rose']
1606,['Ernest Bloch'
1607,'Miriam Kramer'
1608,'Simon Over']
1609,['Jim Henry']
1610,'Byron Schenkman']
1611,['Amongst Myselves']
1612,['Idil Biret'
1613,'Frédéric Chopin']
1614,['Polish State Philharmonic Orchestra
1615,Katowice'
1616,'Karol Szymanowski']
1617,['Slovak State Philharmonic Orchestra
1618,Kosice'
1619,'Idil Biret'
1620,['Henryk Grychnik'
1621,'Polish State Philharmonic Chorus (Katowice)'
1622,'Polish State Philharmonic Orchestra
1623,['Konstantin Scherbakov'
1624,'Leopold Godowsky']
1625,['Marc Regnier'
1626,'Alexandre Tansman']
1627,['Marat Bisengaliev'
1628,'Henryk Wieniawski']
1629,'Tekla Bądarzewska-Baranowska']
1630,'Ignacy Jan Paderewski']
1631,'Slovak State Philharmonic Orchestra
1632,['Polish National Radio Symphony Orchestra'
1633,'Witold Lutosławski']
1634,['Henryk Górecki'
1635,'Polish National Radio Symphony Orchestra'
1636,'Zofia Kilanowicz'
1637,'Helena Wanda Blazusiakowna']
1638,['John Morgan']
1639,['Joy Enriquez']
1640,['George Fenton']
1641,['Red And The Red Hots']
1642,'Red Snapper']
1643,'Freddy Fresh']
1644,'Gigi Galaxy']
1645,['KGB']
1646,['Alexander Gretchaninov'
1647,'Russian State Symphony Orchestra'
1648,'Valery Polyansky']
1649,'Ludmila Kuznetsova'
1650,'State Symphony Capella of Russia'
1651,['Sofia Gubaidulina'
1652,'Valery Popov'
1653,'Mikhail Bochkov']
1654,'Natalia Gigashvili'
1655,'Alexander Bakhchiyev']
1656,'Pyotr Meshchaninov']
1657,['Cubamar']
1658,['Blackanized']
1659,['Wolfgang Ambros']
1660,['Matt Rocker & the Constituents']
1661,'Vesselina Kasarova']
1662,['ZymOsiZ']
1663,['Toad The Wet Sprocket'
1664,['Acoustic Eidolon']
1665,['Leila']
1666,['Mocean Worker']
1667,['Jacknife Lee']
1668,['American Café Orchestra']
1669,['Larry Coryell'
1670,'John Hicks']
1671,['Larry Coryell']
1672,['Waterdeep']
1673,['Bobby Conn']
1674,'Idil Biret']
1675,'Zoltán Kodály'
1676,'William Preucil']
1677,['Zircus']
1678,['Morgy Craig'
1679,'Steve Barnes'
1680,'Phil DeGreg'
1681,'Bob Bodley']
1682,['Las Perlas del Son']
1683,['Mocket']
1684,['David Roth']
1685,['Ottmar Liebert']
1686,['The Razor Skyline']
1687,['Another Level'
1688,'JAY-Z'
1689,'Cutfather & Joe']
1690,['Another Level']
1691,'TQ']
1692,['Etty Ben-Zaken']
1693,['Soundtrack/Cast Collection']
1694,['Virginia'
1695,'Tom Novy']
1696,['Samite']
1697,['Johann Strauss II'
1698,'Wiener Philharmoniker'
1699,'Lorin Maazel']
1700,['Johann Strauss I'
1701,'MICHAEL ROT'
1702,'Lorin Maazel'
1703,'Wiener Philharmoniker']
1704,['Redzone']
1705,['Jaime Sin Tierra']
1706,['Siempre Lucrecia']
1707,['Grand Prix']
1708,['Medusa']
1709,['Panza']
1710,['Audioperú']
1711,['Estupendo']
1712,['Sector 7G']
1713,['Victoria Abril']
1714,['Klauss']
1715,['Pequeña Orquesta Reincidentes']
1716,['Sometidos por Morgan']
1717,['Lanzas Activas']
1718,['Presumido']
1719,['Uno x Uno']
1720,['Jupiter Coyote']
1721,'Sebastian Knauer']
1722,['The High & Mighty'
1723,'Mike Zoot'
1724,'Mos Def']
1725,['Mad Skillz']
1726,'Baby Blak'
1727,'Rahsheed']
1728,['Smut Peddlers']
1729,['Alchemist'
1730,'Evidence'
1731,'Mr. Eon']
1732,['The High & Mighty']
1733,['EC All Stars'
1734,'Mr. Eon'
1735,'Pauly Yamz']
1736,'Bobbito'
1737,'Kool Keith'
1738,'What?What?']
1739,['The Hummers']
1740,['Marston Smith']
1741,['Pedro Guerra']
1742,['Battery']
1743,['The Zambonis']
1744,['The Zambonis'
1745,'James Kochalka']
1746,['Youngbloodz']
1747,['Youngbloodz'
1748,'Bone Crusher'
1749,'Backbone']
1750,'Leroo Wilyams']
1751,'Lil Wayne'
1752,'MIXZO']
1753,['Belchior']
1754,['Dragbeat']
1755,['Coldplay']
1756,['Hemlock']
1757,['Whistler']
1758,['Lucky Thompson']
1759,['Steve Goodman']
1760,['Vicente Celestino']
1761,['Signal 12']
1762,['Frankie Bones']
1763,'Matthias Kirschnereit']
1764,['Seraphim Shock']
1765,['Swell Maps']
1766,['Scarlett
1767,Washington & Whiteley']
1768,['Pearl Django']
1769,['Pearl Django'
1770,'Shelley Park']
1771,'Neil Andersson']
1772,'Stephanie Porter']
1773,'Dudley Hill']
1774,'Lance Buller']
1775,'Rondò Veneziano'
1776,'Gian Piero Reverberi']
1777,['Gian Piero Reverberi'
1778,'L. Giordano'
1779,'Rondò Veneziano']
1780,'I. Pavesi'
1781,'Ivano Pavesi'
1782,['I. Pavesi'
1783,'Gian Piero Reverberi'
1784,['Moodafaruka']
1785,['Los Planetas']
1786,['Harry Partch'
1787,'John Stannard'
1788,'Victoria Bond'
1789,'Paul Bergen'
1790,'Ensemble of Unique Instruments'
1791,'Danlee Mitchell']
1792,['Sly & Robbie']
1793,['Glenn Miller']
1794,['Glenn Miller'
1795,'Marion Hutton']
1796,'Ray Eberle']
1797,'Marion Hutton and Band']
1798,['Glenn Miller Orchestra'
1799,'Tex Beneke']
1800,'The Modernaires'
1801,'Skip Nelson']
1802,['Freestyle']
1803,['Pretty Tony']
1804,['Erin Smith Band']
1805,['Alberto Ginastera'
1806,'Keith Lockhart']
1807,['Astor Piazzolla'
1808,['Agustín Lara'
1809,['Aaron Copland'
1810,['Alberto Domínguez'
1811,['César Villalobos L. (b. 1960)'
1812,['Jacob Gade'
1813,['Camargo Guarnieri'
1814,['Pérez Prado'
1815,'Rafael Hernandez (1892-1965)'
1816,['José Pablo Moncayo'
1817,['Osman Pérez-Freire (1877-1930)'
1818,['Oscar Lorenzo Fernández'
1819,'Irving Mills'
1820,['Mitchell Parish'
1821,'Duke Ellington'
1822,['Eddie DeLange'
1823,['Billy Strayhorn'
1824,['Luther Henderson'
1825,['Tech N9ne']
1826,['Céline Dion']
1827,['Céline Dion'
1828,'Peabo Bryson']
1829,'R. Kelly']
1830,'Frank Sinatra']
1831,['Jeremy Toback']
1832,['Space Tribe']
1833,['Catfish Keith']
1834,['Agent Steel']
1835,['Hostile Intent']
1836,['Coffin Texts']
1837,['Steel Prophet']
1838,['Society I']
1839,['Division']
1840,['Hate Theory']
1841,['Infamy']
1842,['Blood Coven']
1843,['Rise']
1844,['Debauchery']
1845,['Tyrant']
1846,['Cybertracks - Virtual Audio Project']
1847,['Sérgio Abreu'
1848,'Heitor Villa-Lobos'
1849,'Brazilian Guitar Quartet']
1850,'Edelton Gloeden'
1851,['Francisco Mignone'
1852,'Paul Galbraith'
1853,['Carlos Gomes'
1854,'Tadeu do Amaral'
1855,'Everton Gloeden'
1856,'Carol Rosenberger'
1857,'Jeff Mee']
1858,['Richard Rodney Bennett'
1859,['Dipsomaniacs']
1860,['Aaron Goldberg']
1861,['Savage Garden']
1862,'Olga Pasichnyk'
1863,'Witold Lutosławski'
1864,'Robert Desnos']
1865,'Robert Desnos'
1866,['Cradle Of Filth']
1867,['Cradle Of Filth'
1868,'Damien Clarke'
1869,'Lecter']
1870,['Winard Harper Sextet'
1871,'George Cables'
1872,'JD Allen']
1873,['Stan Ridgway']
1874,['Patrick Bruel']
1875,['Airborne']
1876,['Super Tezkej Pokondr']
1877,['Tezkej Pokondr']
1878,['Those Darn Accordions']
1879,['Christian Wolff-Jesse'
1880,'Roland Dahinden'
1881,'Hildegard Kleeb']
1882,'Dimitrios Polisoidis'
1883,['Maria Dolores Pradera']
1884,['Maria Dolores Pradera'
1885,'Siempre Asi']
1886,'Víctor Manuel']
1887,['Andrew Kerr']
1888,'Flute Enchantee Quartet']
1889,['Alexander Borodin'
1890,['Appendix Out']
1891,['Ray Anderson'
1892,'Lew Soloff'
1893,'Ray Anderson Pocket Brass Band'
1894,'Bobby Previte']
1895,['Lew Soloff'
1896,'Bobby Previte'
1897,'Ray Anderson'
1898,'Ray Anderson Pocket Brass Band']
1899,['Bobby Previte'
1900,'Lew Soloff']
1901,'Ray Anderson']
1902,['Chaya Czernowin'
1903,'Sonar Quartett'
1904,'Harvey Sollberger']
1905,'Arditti Quartet']
1906,'Mayumi Miyata'
1907,'Takashi Saito'
1908,'Keizo Misoiri'
1909,'Fumio Tamura']
1910,'Arun Bharali'
1911,'Erik Ulman'
1912,'Mary Oliver'
1913,'Conrad Bruderer'
1914,'Franklin Cox'
1915,'Úlfar Haraldsson'
1916,'John Fonville']
1917,['Sawyer Brown']
1918,['Luboš Malina']
1919,['5th Ward Boyz']
1920,['5th Ward Boyz'
1921,'Kuirshan']
1922,'Ghetto Twiinz']
1923,'Rapsta']
1924,'Yukmouth']
1925,'Willie D'
1926,'Devin The Dude']
1927,'Outlawz']
1928,'Big Syke'
1929,'13 Strong']
1930,['Víctor Manuel']
1931,['Ralph Carney']
1932,['Goodie Mob']
1933,['Goodie Mob'
1934,'Big Boi']
1935,'TLC']
1936,['Def Con Dos']
1937,['Crash Into June']
1938,['Melissa Walker']
1939,['Dusko Goykovich']
1940,['Gust William Tsilis']
1941,['Kevin Mahogany']
1942,['Bennie Wallace']
1943,['Ferenc Snétberger']
1944,['Jenny Evans']
1945,['Karl Ratzer Group']
1946,['Abdullah Ibrahim']
1947,['Chet Baker
1948,Stan Getz']
1949,['Trevor Jones']
1950,'Ukraine National Symphony Orchestra'
1951,'Theodore Kuchar']
1952,['Versus']
1953,['La Lupita']
1954,['John Stafford Smith'
1955,['John Williams'
1956,['Richard Rodgers'
1957,['Paul Simon'
1958,['J. Rosamond Johnson'
1959,['Stephen Flaherty'
1960,['Edwin Eugene Bagley'
1961,['Hughie Prince'
1962,['Samuel A. Ward'
1963,['Pinehurst Kids']
