,artists
7196,['Eureka'
7197,'Troy Donockley']
7198,'Billy Sherwood']
7199,'Yogi Lang']
7200,'Kalema']
7201,['Heather Fay']
7202,['The Conduit Trio']
7203,['Little Black Dress']
7204,['Gunnar Biggs']
7205,['Angie Grant']
7206,['The Paper Chase']
7207,['Shitmat']
7208,['Enter The Haggis']
7209,['Tinyfish']
7210,['Émilie Proulx']
7211,['The Terminal Generation']
7212,['Tomasz Bednarczyk']
7213,['Session Americana']
7214,['Brokencyde']
7215,['Brokencyde'
7216,'E-40']
7217,'Daddy X']
7218,['Linkin Park']
7219,['Something Beautiful']
7220,['RhythmDB']
7221,['Sekoya']
7222,['Chubby Wolf']
7223,['Mathieu Ruhlmann']
7224,['Farmers By Nature'
7225,'Gerald Cleaver'
7226,'William Parker'
7227,'Craig Taborn']
7228,['Susi Hyldgaard']
7229,['Voivod']
7230,['William Basinski']
7231,['Idle Hands']
7232,['The Fiery Furnaces']
7233,['Márcio Local']
7234,['City Center']
7235,['Jackopierce']
7236,['Patterson Hood']
7237,['Resistor Radio']
7238,['Baby Neal & The Smart Brothers']
7239,['Theron & Darrell']
7240,['Fred Williams']
7241,['The Smart Brothers']
7242,['Chocolate Snow']
7243,['LT & The Soulful Dynamics']
7244,['Hard Road featuring CC Neal']
7245,['Kenneth Carr']
7246,"[""John Smart's Band""]"
7247,['Tim Jacob']
7248,['Snowglobe']
7249,['Break of Reality']
7250,['Owen Temple']
7251,['Sir Richard Bishop']
7252,['Choklate']
7253,['Candye Kane'
7254,'Dave Gonzales']
7255,['Candye Kane']
7256,'Stephen Hodges']
7257,'Mitch Kashmar'
7258,'Kid Ramos']
7259,'Kid Ramos'
7260,'Mitch Kashmar']
7261,['Portland Jazz Orchestra']
7262,'Clive Wright']
7263,['The Minus 5']
7264,['Catman Cohen']
7265,['revideolized']
7266,['The Lullaby League']
7267,['Richard Elliot']
7268,['11 Acorn Lane']
7269,['Danny Breaks']
7270,['B-complex']
7271,['Cyantific']
7272,['Seba']
7273,['Total Science']
7274,['Influx UK']
7275,['Luca']
7276,['MRSA']
7277,['Agent Alvin']
7278,['Danny Byrd']
7279,['Sigma']
7280,['Muffler']
7281,['Randomer']
7282,['Sinistarr'
7283,'Kiat']
7284,['Mistabishi']
7285,['Syncopix']
7286,['Friction'
7287,'K.Tee']
7288,['The Burbs']
7289,['Dan Habarnam']
7290,['Nu:Tone']
7291,['Hi Red Center']
7292,['Gathiens']
7293,['Mojave']
7294,['Geoff Kaufman']
7295,['Tercer Cielo']
7296,['Face 2 Face']
7297,['Face 2 Face'
7298,'Eric Lopez']
7299,'Carlos Manuel']
7300,['Twila Paris']
7301,['My Heart To Joy']
7302,['RH+']
7303,['Edelis']
7304,['The Boy Least Likely To']
7305,"[""TU M'""]"
7306,['Daniel Roth'
7307,'Dala']
7308,['Daniel Roth']
7309,'The Soul Surfers']
7310,['Chase Hamblin']
7311,['Chris Connelly']
7312,['Milanese'
7313,'RQM'
7314,'Oliver Grimball']
7315,'Ben Sharpa']
7316,['Milanese']
7317,'Untold']
7318,['Kid606']
7319,['The Young Fresh Fellows']
7320,['Dual Boot']
7321,['Céu']
7322,['Juicy J'
7323,'V Slash']
7324,'Gucci Mane'
7325,'Project Pat']
7326,['Juicy J']
7327,'Weebie'
7328,'Gorilla Zoe'
7329,'Project Pat'
7330,['The Farmers']
7331,['Matthew Barber']
7332,['Dubblestandart'
7333,"'Lee ""Scratch"" Perry'"
7334,'Gudrun']
7335,"'Lee ""Scratch"" Perry']"
7336,'Ari Up']
7337,'David Lynch']
7338,'G-Corp']
7339,'Rob Smith']
7340,'Prince Far I'
7341,'Truman Chewstick'
7342,'Tom Watson']
7343,'Subatomic Sound System']
7344,'Devon D.'
7345,'Supermax'
7346,['Just Off Turner']
7347,['Ana Popovic']
7348,['LJ Kruzer']
7349,['Crooked Still']
7350,['Jega']
7351,['Marshall Styler']
7352,['FaltyDL']
7353,['Boston Spaceships']
7354,['We Are Voices']
7355,['The Octopus Project']
7356,['WHY?']
7357,['Asheba']
7358,['The Nimmo Brothers']
7359,['Paul Spencer & The Maxines']
7360,['Violet Vector And The Lovely Lovelies']
7361,['Bobby Broom']
7362,['Corin Raymond']
7363,['Ritornell']
7364,['Joey Harris & The Mentals']
7365,['Mark Pritchard']
7366,['Hudson Mohawke']
7367,['Mike Slott']
7368,['Brackles']
7369,['Gemmy']
7370,['Untold']
7371,['Tranqill'
7372,'Paul White']
7373,['Architeq'
7374,'Take']
7375,['Rustie']
7376,['Mono/Poly']
7377,['Hyetal']
7378,['Starkey']
7379,['Darkstar']
7380,['Floating Points']
7381,['Sunken Foal']
7382,['Teebs']
7383,['Nosaj Thing']
7384,['Legion Of Two']
7385,['Appleblim']
7386,['Pravda']
7387,['The Graveyard Boulevard']
7388,['Wussy']
7389,['Juaninacka']
7390,['Juaninacka'
7391,'Juanma']
7392,'La Alta Escuela']
7393,['So Shush']
7394,['Unkle Nancy'
7395,'The Family Jewels']
7396,['Krysten Berg']
7397,['Destroyer']
7398,['Genocide']
7399,['Global Journey']
7400,['Marc Arsenault'
7401,'Joshua Baker'
7402,'Nickname: Rebel']
7403,'Offset Needle Radius']
7404,"[""The Wailin' Jennys""]"
7405,['Brendan Benson']
7406,['Joglaresa']
7407,['A Shoreline Dream']
7408,['A Shoreline Dream'
7409,'Ulrich Schnauss']
7410,['Emilie Autumn']
7411,['In Grief']
7412,['Works Progress Administration']
7413,['BLOOD']
7414,'Chicago Symphony Orchestra'
7415,'Bernard Haitink']
7416,['Ian Simmonds']
7417,['Bomba Estéreo']
7418,['Illusion Suite']
7419,['No More Kings']
7420,['Eli Escobar']
7421,['Sébastien Ricard']
7422,['Tha Realest']
7423,['Tha Realest'
7424,'Fat Joe)']
7425,'J. Valentine']
7426,'C-Bo']
7427,'Crooked I & Val Young']
7428,'Ray J']
7429,'Sean Paul']
7430,"'EDI ""Outlawz""']"
7431,'Yukmouth & WC']
7432,['The Ranger$']
7433,['Railbenders']
7434,['Tiffany Desrosiers']
7435,['The Twilight Sad']
7436,['solo andata']
7437,['Terror Danjah'
7438,'Swindle']
7439,['Terror Danjah']
7440,['Polvo']
7441,['Baroness']
7442,['Väsen']
7443,['The Clientele']
7444,['Hanjo Gäbler']
7445,['Mark Mallman']
7446,['Mark Mallman'
7447,'Craig Finn']
7448,'Shannon Frid']
7449,'Monteverdi Choir
7450,male section'
7451,'John Eliot Gardiner']
7452,female section'
7453,'Anneke Scott'
7454,'Nuala Hebert'
7455,'The Monteverdi Choir'
7456,'Orchestre Révolutionnaire et Romantique'
7457,['Rachael McShane']
7458,['Chris Wood']
7459,['Krista Detor']
7460,['Mark Erelli']
7461,['Jez Lowe']
7462,['Whalebone Polly']
7463,['All Hail The Transcending Ghost']
7464,['Colin Hay']
7465,['Philip Glass'
7466,'Philip Glass Ensemble']
7467,['Philip Glass']
7468,'Bruce Levingston']
7469,'Andrew Sterman']
7470,'Dennis Russell Davies']
7471,'Paul Barnes']
7472,['Claire Martin']
7473,['Dying Fetus']
7474,['The Clean']
7475,['ReGo']
7476,['Spider Bags']
7477,['Paul Waggoner']
7478,['Kris Norris']
7479,['Dave Martone']
7480,['Ron Bumblefoot Thal']
7481,['Eyal Levi'
7482,'Emil Werstler']
7483,['Shane Gibson']
7484,['Devin Townsend']
7485,['Chris Poland']
7486,['Ola Frenning'
7487,'Christofer Malmström']
7488,['Mike Orlando']
7489,['James Murphy']
7490,['Hugues Lefevre'
7491,'Yann Mouhad']
7492,['Burnkane']
7493,['Burnkane'
7494,'James J K Hughes']
7495,['Ben Foster'
7496,'BBC National Orchestra Of Wales']
7497,['A Sunny Day In Glasgow']
7498,['Few Nolder']
7499,['Nathan Rogers']
7500,['Edgend']
7501,['Loch Vostok']
7502,['Volcano Suns']
7503,'Jhelisa']
7504,'Jhelisa'
7505,['The Protomen']
7506,['the Blue Stone Society']
7507,['AP.9']
7508,['AP.9'
7509,'The Jacka'
7510,'Fed-X'
7511,'Bobby V.']
7512,'T-Nutty'
7513,'Frank Stacks']
7514,'Mistah F.A.B.'
7515,'Al Casino']
7516,'Aaron Carter']
7517,'Goldie'
7518,'Marvaless'
7519,'Killa Tay']
7520,'C-Monsta'
7521,'L-Money']
7522,'Samyell']
7523,'Clyde Carson'
7524,'Lee Majors']
7525,['Ruder Than You']
7526,'Young Gusz'
7527,'Shill Macc']
7528,'Deltrice']
7529,'The Jacka']
7530,'Malt Blaque']
7531,'J.L. Orozco']
7532,'Shill Macc'
7533,'Krypto']
7534,'Ampichino']
7535,'Papa Smurf'
7536,'Kartoon']
7537,['Michael Mendelson & Friends']
7538,['Parabelle']
7539,['Tony Lionni']
7540,['Radio Slave']
7541,['Alberta Cross']
7542,['Christina Blust']
7543,['Dorrough Music']
7544,['Dorrough Music'
7545,"""Lil' Flip""]"
7546,'Mista Mac']
7547,'Tum Tum']
7548,'Fat B']
7549,['Malcolm Lockyer']
7550,['Bill McGuffie']
7551,['Barry Gray']
7552,['Johnny B. Morbid']
7553,['Argaman']
7554,['Chezidek']
7555,['Sergio Altamura']
7556,['Kaito']
7557,['Tone 7']
7558,['Vijay Iyer'
7559,'Stephan Crump'
7560,'Marcus Gilmore']
7561,['Donny McCaslin']
7562,['Swell']
7563,['Scott LaFaro'
7564,'Don Friedman'
7565,'Pete LaRoca']
7566,'Pete La Roca']
7567,'Bill Evans']
7568,['Scott LaFaro']
7569,['Don Friedman'
7570,['Autonomadic']
7571,['Marek Hemmann']
7572,['Viktory']
7573,['Viktory'
7574,'Firstborn']
7575,'Canton Jones']
7576,'Marvin Winans Jr.']
7577,'Boulevard 7']
7578,'Lisa Kimmey']
7579,'Wu10']
7580,'Andrea Brown']
7581,"""La'Crea""]"
7582,'Sean Simmonds']
7583,['Guy Davis']
7584,['Jesu']
7585,['Chantal Ambroise']
7586,['Lisa Germano']
7587,"[""Nicole Mithcell's Black Earth Strings""]"
7588,['Karyn Ellis']
7589,['.357 Lover']
7590,['.357 Lover'
7591,'Jordan Katz'
7592,'Kevin Hinshaw']
7593,['Garfunkel and Oates']
7594,['The Council Flats of Kingsbury']
7595,['Joachim Witt']
7596,['Joe Pernice']
7597,"[""Mark O'Connor"""
7598,'Marin Alsop'
7599,'Richard King'
7600,'Tom Lazurus'
7601,'Baltimore Symphony Orchestra']
7602,'Joel Smirnoff'
7603,'Pro Arte Chamber Orchestra of Boston']
7604,['Daniel Johnston']
7605,['Annie']
7606,['SubArachnoid Space']
7607,['Cam Penner']
7608,['Unlearn']
7609,['Softwhere']
7610,['The Minor Leagues']
7611,['MV & EE']
7612,"[""Eric Vloeimans' Gatecrash"""
7613,'Jeroen Van Vliet'
7614,'Gulli Gudmundsson'
7615,'Jasper Van Hulten']
7616,'Eric Vloeimans'
7617,'Gulli Gudmundsson']
7618,"[""Eric Vloeimans' Gatecrash""]"
7619,['Kreidler']
7620,"[""Z'ev""]"
7621,['Kultama']
7622,['Bjørn Lynne']
7623,['The Blue Vipers Of Brooklyn']
7624,['Hillside Fire']
7625,['Ida Sand']
7626,['Erin McKeown']
7627,['Shpongle']
7628,['White Out'
7629,'Thurston Moore']
7630,'Thurston Moore'
7631,"""Jim O'Rourke""]"
7632,['Anne Price']
7633,['Brent Weinbach']
7634,['Greg Sczebel']
7635,"[""The O's""]"
7636,['The Headlocks']
7637,['Divine Tragedy']
7638,['AJJ']
7639,['Reanimator']
7640,['Jello Biafra'
7641,'Jello Biafra & The Guantanamo School Of Medicine']
7642,['Matteah Baim']
7643,['Borderville']
7644,['Selah']
7645,['Chameleon Circuit']
7646,['Hank Green']
7647,['Morningwood']
7648,['Les Trois Accords']
7649,['Isabelle Olivier'
7650,'David Venitucci']
7651,'Youn Sun Nah']
7652,'Louis Sclavis'
7653,'Peter Erskine'
7654,'Louis Sclavis']
7655,'Peter Erskine']
7656,'Youn Sun Nah'
7657,['Karl Denson']
7658,['Adam Nitti']
7659,['Stórsveit Nix Noltes']
7660,['Alan Bernhoft']
7661,['Hazakim']
7662,['Glass Ghost']
7663,['Polynya']
7664,['36']
7665,['Huw Warren'
7666,'Peter Herbert'
7667,'Martin France']
7668,['Empyria']
7669,['Lord']
7670,['Shane & Shane']
7671,['KRS-One'
7672,'Buckshot'
7673,'DJ Revolution']
7674,'Mary J. Blige']
7675,'Rock Of Heltah Skeltah']
7676,'Talib Kweli']
7677,'Smif-N-Wessun']
7678,'Immortal Technique']
7679,"""K'NAAN""]"
7680,'Sean Price'
7681,'The Loudmouf Choir']
7682,'Bounty Killer']
7683,'Slug of Atmosphere']
7684,'Naledge'
7685,'Melanie Fiona']
7686,['Radian']
7687,['Murray Thorne']
7688,['Lemonchill']
7689,['The Dirty Urchins']
7690,['Klaus Paier'
7691,'Asja Valcic']
7692,['Michael Dean Damron']
7693,['Year Of The Dragon']
7694,['Andy Mason']
7695,['Espers']
7696,['Eskmo']
7697,['Beoga']
7698,['Marcy Playground']
7699,['Sun Ra Arkestra']
7700,['Skyzoo']
7701,['Queenadreena']
7702,['Samuel James']
7703,['L.E.G.A.C.Y.']
7704,['Yoyoy Villame']
7705,['The Residents']
7706,['Meri St Mary']
7707,['Amy LaVere']
7708,['STS9']
7709,['Dan Bigras']
7710,"[""Christopher O'Riley""]"
7711,['Gate']
7712,['Schlachthofbronx'
7713,'Ete Kelly']
7714,'Doubla J']
7715,'Kein Vorspiel']
7716,['Schlachthofbronx']
7717,'Slush Puppy Kids']
7718,'Mic Mo']
7719,'G.Rag und die Landlergschwister']
7720,'Ron Foto']
7721,['Bearfoot']
7722,['The Paperboys']
7723,['The Mercury Program']
7724,['Steve Brennan']
7725,['American Aquarium']
7726,['Monty'
7727,'Lorentz']
7728,['Nancy Amancio']
7729,['Angela Easterling']
7730,['Mascot Fight']
7731,['Cities Last Broadcast']
7732,['Real Estate']
7733,['The Life And Times']
7734,['Dave Rawlings Machine'
7735,'David Rawlings']
7736,['Dave Rawlings Machine']
7737,['Or
7738,The Whale']
7739,['The Bee Eaters']
7740,['Gwilym Simcock']
7741,['Fuck Buttons']
7742,['David Parsons']
7743,['Graham Wilkinson']
7744,['Quantec']
7745,"[""Keston Cobblers' Club""]"
7746,['Bobby Bare Jr.']
7747,['Scott Poole']
7748,['Elevated Sins']
7749,['Dana Lyons']
7750,['Geiom'
7751,'Shortstuff']
7752,['Christian I. Holston']
7753,['Ignitor']
7754,['Chris Goering & Friends']
7755,['Souls Of Mischief']
7756,['Small Color']
7757,['Lawrence']
7758,['Bon Iver']
7759,['Alexander Turnquist']
7760,['Sean McArdle']
7761,['Namito']
7762,['Namito'
7763,'Martin Eyerer'
7764,'Stephan Hinz']
7765,['Lenny Savage']
7766,['Zach Deputy']
7767,['Blonde Bazaar']
7768,['UltraMax']
7769,['Colin Towns'
7770,'hr-Bigband']
7771,['R De Rumba'
7772,'Xhelazz']
7773,'Xhelazz'
7774,'Kase.O']
7775,'ToteKing']
7776,'Violadores Del Verso']
7777,'Elphomega']
7778,'Hazhe']
7779,'Lírico']
7780,'Rebel']
7781,'Sho-Hai']
7782,'El Sr. Rojo']
7783,'Juaninacka']
7784,"[""The Hoa Hoa's""]"
7785,['Cedric Watson'
7786,'Bijou Créole']
7787,['Map']
7788,['Jesse Dee']
7789,['Spirit Kid']
7790,['The Dead Trees']
7791,['Coffin Lids']
7792,['Big Big Bucks']
7793,['Graham Gregory']
7794,['Adam Keller']
7795,['M.G. Lederman']
7796,['Nefarious Jack'
7797,'The Naysayers']
7798,"[""Ramblin' Souls""]"
7799,['Mars']
7800,['Many Hats']
7801,['Bonsoir Catin']
7802,['Gina Villalobos']
7803,['Melt-Banana']
7804,['Masha Qrella']
7805,['No Bird Sing']
7806,['DYM']
7807,['Pacha Massive']
7808,['The Luxury (US)']
7809,['Charlotte Martin']
7810,['Gesellschaft Zur Emanzipation Des Samples']
7811,['Coconut Records']
7812,['The Slewfoot Project']
7813,['Howard Shore']
7814,['Last November']
7815,['Kangaralien']
7816,['New Orleans Nightcrawlers']
7817,['This Frontier Needs Heroes']
7818,['Vanessa Rodrigues']
7819,['Drummer']
7820,['The Seasons']
7821,['Jennifer Daniels']
7822,['Starkey'
7823,'Badness']
7824,'Hyetal']
7825,'Dev79']
7826,'Stagga']
7827,'EPROM']
7828,['Dâm-Funk'
7829,'G-Shaft']
7830,'Mark de Clive-Lowe']
7831,['Nguyên Lê']
7832,['Divercia']
7833,['Matthias Schriefl']
7834,['Be My Weapon']
7835,['Trout and Parrot']
7836,['Tannhauser']
7837,['David and Ned Henry']
7838,['Freeway']
7839,['Freeway'
7840,'Young Chris & Tom Hardy']
7841,'Beanie Sigel & Young Chris']
7842,['Sun Gods In Exile']
7843,['Lorus']
7844,['Rottenness']
7845,['Extirpating the Infected']
7846,['Gin Blossoms']
7847,['Brinsley Schwarz']
7848,['Rockpile']
7849,['Nick Lowe'
7850,'Paul Carrack']
7851,['Little Village']
7852,['Michael Grey']
7853,['Michael Grey'
7854,'Jane Siberry']
7855,'Farid Kahn']
7856,'Iain MacInnes']
7857,['American Nude']
7858,['Rick Braun']
7859,['Liz Carroll'
7860,'John Doyle']
7861,['Tracey Thorn']
7862,['Ada']
7863,['Booka Shade']
7864,['Brant'
7865,'Mr. Roper']
7866,['Alex Smoke']
7867,['Ada'
7868,'Raz Ohara']
7869,['Andi Teichmann']
7870,'Cosmic DJ']
7871,['Luisa Lin']
7872,['Dark Meat']
7873,['Yiorgos Kaloudis'
7874,'Ruth Hill'
7875,'Mike Kapilidis']
7876,['Yiorgos Kaloudis']
7877,'Steve Tavaglione'
7878,'Sylvan Richardson'
7879,'Sylvan Richardson']
7880,'Miuke Kapilidis'
7881,'Alkinoos Ioannidis']
7882,'Ruth Hill']
7883,'Sotiris Lemonidis'
7884,'Sophia Hill'
7885,'Angelos Hill'
7886,'Sotiris Lemonidis']
7887,"[""Mark 'Oh""]"
7888,['Pseudo Slang']
7889,['Pseudo Slang'
7890,'Grap Luva']
7891,'A.L. Third']
7892,'Vinia Mojica']
7893,['Mayhem String Band']
7894,['Carol Tatum & Charles Edward']
7895,['Puya']
7896,['Fog Of War']
7897,['Dub Tractor']
7898,['Steep Canyon Rangers']
7899,['Harry Allen'
7900,'Rossano Sportiello'
7901,'Joel Forbes'
7902,'Chuck Riggs'
7903,'John Allred']
7904,'Chuck Riggs']
7905,['Aarktica']
7906,['Adam Franklin']
7907,['Wolfgang Haffner'
7908,'Dominic Miller']
7909,['Wolfgang Haffner']
7910,'Kim Sanders']
7911,'Chuck Loeb']
7912,'Nils Landgren']
7913,['Marmoset']
7914,['Subsignal']
7915,['Christopher Hobbs'
7916,'Bryan Pezzone']
7917,['Ingram Marshall'
7918,'Todd Reynolds']
7919,['American Dog']
7920,'José Serebrier']
7921,['Harald Sæverud'
7922,'Slovak Philharmonic Choir'
7923,['Michel Meynaud'
7924,'Oliver de Mones']
7925,'Artur Pizarro']
7926,['Giuseppe Tartini'
7927,'Bin Huang'
7928,'Hyun-Sun Kim']
7929,['Charles Wuorinen'
7930,'Richard Moredock'
7931,'Phyllis Bryn-Julson']
7932,'Giuseppe Andaloro']
7933,'Rolf Schulte'
7934,'William Blount'
7935,'Christopher Gekker'
7936,'Michael Powell'
7937,'Frank Morelli'
7938,'John Feeney'
7939,'Gordon Gottlieb'
7940,'Robert Craft']
7941,'Malaga Philharmonic Orchestra'
7942,'Prague Sinfonia'
7943,'Christian Benda']
7944,'Ashley Wass'
7945,'Martin Roscoe']
7946,'Laurent Martin']
7947,['György Ligeti'
7948,'Samuel Ramey'
7949,'Julius Rudel']
7950,'Franz Liszt Academy of Music Orchestra'
7951,['Dawes']
7952,['Trichotomy']
7953,['Maria Isa']
7954,['Predator Dub Assassins']
7955,['Greg Maroney']
7956,['Shoshannah']
7957,['Kathryn Toyama']
7958,['Ann Sweeten']
7959,['Kinase Moves The Audio']
7960,"[""Ja'Niah"""
7961,'Zen']
7962,'Mr. LA Wryte']
7963,"[""Ja'Niah""]"
7964,'Chazz O.']
7965,'Sound Boy']
7966,'DJ LSA']
7967,'Full Clip']
7968,'Rain E. Day']
7969,'Chazz O.'
7970,'Sound Boy'
7971,['Peter Kater']
7972,['Annie Lou']
7973,"[""Satan's Pilgrims""]"
7974,['Peter Stampfel']
7975,['Jimmie Lunsford']
7976,['IZZ']
7977,['Photoside Café']
7978,"['Dave Bennett,Dick Hyman,Ed Metz Jr.']"
7979,"['Dave Bennett,Bucky Pizzarelli,Jerry Bruno']"
7980,"['Dave Bennett,Paul Keller,Pete Siers,Bill Meyer,Jim Cooper,Hugh Leal']"
7981,"['Dave Bennett,Pete Siers,Bill Meyer,Jim Cooper']"
7982,['The Flying Pickets']
7983,['Mulberry Coach']
7984,['Sophia']
7985,['Fontaine']
7986,['Gershon Veroba']
7987,['Shimon Craimer']
7988,['Gershon Veroba'
7989,'AkaPella']
7990,['Sam Glaser']
7991,['Tom Bowes']
7992,['Aryeh Kunstler']
7993,['Aaron Aryeh'
7994,'Zach Blumner']
7995,['Shmuel Ber Weber']
7996,'Tom Bowes']
7997,['Eric Alexander'
7998,'Harold Mabern'
7999,'Joe Farnsworth']
8000,['Jon Mayer'
8001,'Rufus Reid'
8002,'Roy McCurdy']
8003,['The Cook Trio']
8004,['Ken Elkinson']
8005,['Heather Masse']
8006,['The Foxglove Hunt']
8007,['Julie Rains']
8008,['Sgt. Roxx']
8009,['M.I.C.']
8010,['Don Ross']
8011,['Mephisto Grande']
8012,['A Far Cry']
8013,['Adrina Thorpe']
8014,['The New Law']
8015,['Kagero']
8016,['Jon Schmidt']
8017,['Scanner']
8018,['Scanner'
8019,'Patricia Rozario']
8020,['Murali Coryell']
8021,['Michael Hanna']
8022,['Allyssa Jones']
8023,['AGF']
8024,['Joseph Akins']
8025,['Attracted To Gods']
8026,['Arthur Dobrucki']
8027,['Patrick Godfrey']
8028,['Kimberly Freeman']
8029,['Janie Horton']
8030,['Leah Kaye']
8031,['Town Bike']
8032,['Cindy Akana']
8033,['Killwhitneydead']
8034,['Kimi Djabaté']
8035,['Caspar Babypants']
8036,['Caspar Babypants'
8037,'Jen Wood']
8038,'Fysah Thomas']
8039,['Brian Johnson']
8040,['Yvat']
8041,['Frank Carlberg']
8042,['Nicholas Urie Large Ensemble']
8043,['Aki Rissanen']
8044,['Index AI']
8045,['Gregory Douglass']
8046,['John Egenes']
8047,['Wayne Krantz']
8048,['Keith Miles']
8049,['Joachim Kühn'
8050,'Majid Bekkas'
8051,'Ramon Lopez'
8052,'Guests']
8053,['Sienná']
8054,['Ike Reilly']
8055,['Madgesdiq']
8056,['Ray Brown']
8057,['Jesse Harris']
8058,['Phillip Wilkerson']
8059,['Ruby']
8060,['The Poem Adept']
8061,['Stephen Wheel']
8062,['Atomic Brother']
8063,['Laura Hackett Park']
8064,['Ann Vriend']
8065,['Ginny Owens']
8066,['Adina Nyree']
8067,['Flesh Consumed']
8068,['Themis']
8069,['Yuminale']
8070,['Boni Suba']
8071,['Bon Débarras']
8072,['Christian McBride'
8073,'Inside Straight']
8074,['Manuel Blasco De Nebra'
8075,'Pedro Casals']
8076,['Miguel Migs']
8077,['Nathan G']
8078,['Roberto Di Carlo']
8079,['Dutchican Soul']
8080,['Dirty Culture']
8081,['Jay-J'
8082,'Charlene Moore']
8083,['Fred Everything'
8084,'Tortured Soul']
8085,['Twisted Rhythm'
8086,'Stephen Granville']
8087,['Joe Pompeo']
8088,['Yogi'
8089,'Husky']
8090,['Joshua Heath']
8091,['Lovebirds']
8092,['Andew Chibale']
8093,['Hot Toddy']
8094,['Flipper']
8095,['Gareth Davies-Jones']
8096,['The Wiitala Brothers']
8097,['William Scott']
8098,['ReNeda']
8099,['Portland Megaband']
8100,['Enforcer (Chicago)']
8101,['Mind Soup']
8102,['Craig Chaquico']
8103,['Anke Helfrich']
8104,'Delay'
8105,'Heartthrob']
8106,'Fritz Zander']
8107,'Kiki']
8108,'CLP']
8109,['Graves of Valor']
8110,['Naftule Brandwein']
8111,['Nellie Casman']
8112,['Henri Gerro']
8113,['Oscar Julius Quartet']
8114,['Cantor Berele Chagy']
8115,['Friedsele Band']
8116,['Michel Rosenberg']
8117,['Peisachke Burstein']
8118,['Cantor Selmar Cerini']
8119,['Molly Picon']
8120,['Boibriker Kapelle']
8121,['Mishka Ziganoff']
8122,['David Roitman']
8123,['Isa Kremer']
8124,['Fraydele Oysher']
8125,"[""Elenkrig's Orchestra""]"
8126,['Gus Goldenstein']
8127,"[""Machtenberg's Male Choir""]"
8128,['Ludwig Satz']
8129,['Cantor Alter Yechiel Karniol']
8130,['Sam Finkle']
8131,['Ambrose & His Orchestra']
8132,['Jennie Goldstein']
8133,['Maurice Schwartz']
8134,['Feder Sisters']
8135,['Clara Gold']
8136,['Cantor Joseph Rosenblatt']
8137,"[""Kandel's Orchestra""]"
8138,['Abe Moskowitz']
8139,['American Quartet']
8140,['Bessie Thomashefsky']
8141,['Cantor Pierre Pinchik']
8142,['Joseph Moskowitz']
8143,['Fyvush Finkel']
8144,"[""Belf's Roumanian Orchestra""]"
8145,['The Bagelman Sisters']
8146,['Sholom Aleichem']
8147,['Madame Sophie Kurtzer']
8148,['Yiddish Natzional Arbeiter Farband Choir']
8149,['Simon Paskal']
8150,['Cantor Mordechay Hershman']
8151,"[""Alexander Olshanetsky's Orkester""]"
8152,"[""Art Shryer's Yiddish Orchestra""]"
8153,['Frances Simonoff']
8154,['Solomon Smulewitz']
8155,['Cantor Isaiah Meisels']
8156,['Russisch-Judische Orchestra']
8157,['Joe Hayman']
8158,['Guiyefrayo']
8159,['Wallpaper.']
8160,['Vernon Ray Harrington']
8161,['Chris Smither']
8162,['Patrice Blu Maltas']
8163,['Thärichens Tentett']
8164,['Format:B']
8165,['Format:B'
8166,'Hugo']
8167,['Count Basie Orchestra']
8168,['Cedar Walton']
8169,['David Yeager Band']
8170,['Ian Tamblyn']
8171,"[""Dorian's Decay""]"
8172,['Camera Obscura']
8173,['LINDA DRAPER']
8174,['Sarah Loucks']
8175,['Holiday Parade']
8176,['Furzluft']
8177,['Whorrid']
8178,['Nicolay'
8179,'Carlitta Durand']
8180,['Nicolay']
8181,['Marc A. Evans']
8182,'English Baroque Soloists'
8183,'Brigitte Geller'
8184,'William Towers'
8185,'Julian Clarkson'
8186,'Katherine Fuge'
8187,'Robin Tyson'
8188,['Brandon Jenkins']
8189,['Carly Thomas']
8190,'James Fitzpatrick (conductor)']
8191,['London Music Works']
8192,['Michigan Music Works']
8193,['Gareth Williams']
8194,['Nick Watson']
8195,['Mark Ayres']
8196,['Philharmonia'
8197,'Neil Richardson']
8198,['DeVotchKa']
8199,['Nortec Collective']
8200,['Greg Weeks']
8201,['The Free Design']
8202,['That Handsome Devil']
8203,['Miss Li']
8204,['Tunng']
8205,['Mucca Pazza']
8206,['Los Mono']
8207,['Linus Of Hollywood']
8208,['The Mountain Goats']
8209,['Toots & The Maytals']
8210,['Soul Swingers']
8211,['Surefire']
8212,['Southern Tenant Folk Union']
8213,['James R. Gray']
8214,['Passion Pit']
8215,['New Device']
8216,['Jasmine Sagginario']
8217,['Super Pancho Combo']
8218,['Afterlife'
8219,'Dos Hombres']
8220,['Goloka']
8221,['Al-Pha-X']
8222,['FXU']
8223,['Deconstruction']
8224,['Dawn'
8225,'Franklin']
8226,['Fragile State']
8227,['Space Crusaders']
8228,['DJ Juan Perez']
8229,['Pierre Castelli'
8230,'Juno']
8231,['The Organic Farmer']
8232,['Pretz']
8233,['Mr Haywood']
8234,['Dub Scientists']
8235,['Nu Soul Guru']
8236,['Come To Me']
8237,['Bruno Zilli']
8238,['DJ Danny Oliver'
8239,'Simone Davis']
8240,['Extreme Love Junkies'
8241,'DJ Lush']
8242,['Blissful Kiss']
8243,['Planet Collision'
8244,'Heros']
